timestamp,aptos,arbitrum,avalanche-2,binancecoin,bitcoin-cash,bitcoin,bonk,cardano,chainlink,cosmos,dogecoin,ethereum,floki,injective-protocol,litecoin,matic-network,near,optimism,pepe,polkadot,ripple,shiba-inu,solana,sui,the-open-network,thorchain,tron
2023-08-11,7.0971203,1.1575074,12.440173,239.59583,228.95767,29396.848,3.398028e-7,0.29332468,7.48495,8.361043,0.075713724,1847.5419,0.000022754271,7.629209,83.50801,0.6803814,1.3325443,1.5862886,0.0000012465325,5.0028634,0.6316176,0.0000104727005,24.57981,0.60481507,1.2996806,1.1414318,0.07712927
2023-08-13,7.203747,1.1623077,12.385306,240.08844,228.58878,29412.143,3.404862e-7,0.29166576,7.4379983,8.412474,0.07669635,1848.5052,0.000023212597,7.6581616,83.399574,0.68137145,1.3418067,1.551729,0.0000013472356,5.032357,0.62708074,0.000010714939,24.891819,0.6077524,1.3690807,1.2707086,0.077441685
2023-08-14,7.058094,1.1406136,12.259066,240.03079,228.38716,29284.969,3.353646e-7,0.2893724,7.3682137,8.369781,0.07477775,1839.5128,0.000022952872,7.7100983,81.94623,0.6771991,1.3424488,1.5387756,0.0000013679113,4.9848075,0.6256892,0.000010266061,24.223293,0.59775877,1.3992751,1.3849831,0.0770978
2023-08-15,7.065962,1.1407834,12.352482,240.35806,230.11996,29400.586,3.3180385e-7,0.29045182,7.411531,8.501039,0.07476435,1843.5134,0.000023801918,7.5669694,82.043495,0.67942613,1.3343983,1.5325075,0.0000014096667,4.9862986,0.6346809,0.000010221981,25.147724,0.5991956,1.4369817,1.4665195,0.07740802
2023-08-16,6.1804214,1.0488509,11.371465,232.09549,208.30388,28754.197,3.0800882e-7,0.27485216,6.759309,7.798525,0.06731246,1809.4604,0.000021230013,7.054157,74.44278,0.6237921,1.2106036,1.404876,0.0000011666644,4.6644063,0.5892529,0.000009270622,22.846367,0.5260105,1.4031328,1.447245,0.074735984
2023-08-18,5.663212,0.982499,10.542332,217.79553,183.80046,26501.588,2.766326e-7,0.2543608,6.177776,7.3991423,0.061057307,1675.8622,0.000018198714,7.078706,64.66428,0.57183045,1.1158893,1.360737,0.0000010799693,4.4219584,0.50453645,0.000008106578,21.646961,0.47359124,1.3203124,1.4810182,0.07244716
2023-08-19,5.827034,1.0068241,10.800818,215.97292,187.27808,26042.838,2.6776598e-7,0.26368794,6.1698275,7.583565,0.06318901,1660.6791,0.000018416978,7.8879657,64.077,0.5773579,1.1419713,1.44028,0.0000010905017,4.510154,0.5055391,0.0000085694855,21.330196,0.48442188,1.2770736,1.6190369,0.0729947
2023-08-20,6.0170126,1.0205854,10.807374,217.07552,186.95462,26104.78,2.7468306e-7,0.2681859,6.1753693,7.7084355,0.0637339,1669.2334,0.00001873538,7.75014,64.10083,0.57656455,1.1649489,1.472431,0.0000011350869,4.51518,0.51973355,0.000008440491,21.87833,0.5557575,1.347955,1.7149113,0.07409392
2023-08-21,5.950176,0.9963737,10.360422,210.58829,185.98106,26119.006,2.4693682e-7,0.26294225,6.17523,7.5485554,0.062501155,1666.8405,0.00001838914,7.4607644,66.916794,0.5573954,1.1319922,1.5312055,0.0000010890122,4.4306974,0.52440554,0.000007971104,21.202108,0.5142687,1.3625793,1.7390776,0.07517492
2023-08-22,5.842681,0.98132604,10.124646,210.83832,184.79942,26033.676,2.421623e-7,0.25838202,6.1105103,7.3919187,0.0625788,1635.1913,0.00001803248,7.328962,64.92408,0.5483895,1.1658708,1.5779893,0.0000010679364,4.420464,0.52092355,0.000007986868,20.553892,0.53735346,1.3752172,1.5688964,0.0755356
2023-08-24,6.017637,1.0086787,10.348293,216.46933,193.72124,26450.008,2.5634466e-7,0.2682727,6.346907,7.427438,0.063823484,1679.124,0.00001851489,7.723005,65.59276,0.5572534,1.2101083,1.5584157,0.0000011020793,4.49063,0.5299194,0.000008315062,21.672558,0.6021144,1.4257793,1.6000711,0.07765947
2023-08-25,5.812556,0.9798317,10.112799,218.29266,194.44598,26134.934,2.5477482e-7,0.2657851,6.0729985,7.2007914,0.06298435,1658.3997,0.000018017745,7.463395,64.87251,0.5468338,1.1944693,1.5859721,9.4520846e-7,4.417791,0.5181136,0.000008189514,21.026152,0.5711024,1.4084737,1.4941744,0.07652947
2023-08-26,5.6943808,0.94919294,10.060003,218.17749,191.95695,26044.037,2.4896312e-7,0.2610914,6.009223,7.2427607,0.06308842,1653.4293,0.000017531262,7.2547073,65.10938,0.54624015,1.1893705,1.4692471,8.8420535e-7,4.4845133,0.5262962,0.000008138873,20.392834,0.55611336,1.4293643,1.4764472,0.07718179
2023-08-27,5.6969786,0.95870394,10.193429,218.24702,197.938,26082.717,2.5215707e-7,0.2632569,6.0223837,7.174878,0.063123666,1656.931,0.000017644365,6.940545,65.341446,0.5555343,1.1770567,1.4535846,8.944119e-7,4.4913435,0.5235466,0.000008031545,20.781187,0.58250237,1.516381,1.462122,0.077505305
2023-08-29,5.7395287,0.9491282,10.3700485,218.66017,190.28636,26109.27,2.5617652e-7,0.2675044,5.9789844,7.2658887,0.06344911,1653.1986,0.00001759748,6.893857,65.54256,0.56195647,1.1943355,1.4225367,8.582595e-7,4.60548,0.52329975,0.000008229973,20.56254,0.54767036,1.5219989,1.4514958,0.07632112
2023-08-30,5.8982115,0.97002006,10.8081255,226.74644,224.14667,27730.504,2.670791e-7,0.2721176,6.186604,7.432197,0.06632428,1730.1903,0.000018544319,7.2489033,68.9029,0.593121,1.2250613,1.4913208,8.9704804e-7,4.6713476,0.5400245,0.00000836663,21.75689,0.5457791,1.7149514,1.6129831,0.07734393
2023-08-31,5.783876,0.9434517,10.404807,223.73476,215.83658,27297.262,2.585086e-7,0.26556137,5.931986,7.2212977,0.06584586,1705.1082,0.000018302804,7.1168585,67.64574,0.575133,1.2038876,1.4834839,8.6769614e-7,4.5331225,0.5278783,0.000008162724,20.840939,0.5259025,1.7192738,1.5382185,0.075606376
2023-09-01,5.5063124,0.88478905,9.923837,213.63263,199.71477,25812.33,2.3638813e-7,0.25525957,5.9339204,6.66719,0.06387572,1630.6058,0.000017068607,6.8037767,63.0043,0.54078585,1.128488,1.317616,7.7911426e-7,4.2171574,0.4978374,0.0000078817275,19.339388,0.4881337,1.951807,1.5583293,0.076044105
2023-09-02,5.580465,0.8875983,9.905673,214.1517,194.90033,25853.656,2.4001102e-7,0.2560492,5.964997,6.8208146,0.06344253,1636.1622,0.000017052585,6.756401,64.52308,0.54017204,1.1203297,1.3180208,7.838508e-7,4.25921,0.49860445,0.000007825579,19.468542,0.49063572,1.8565133,1.5596943,0.07698902
2023-09-04,5.4654493,0.90505975,9.88674,214.30019,196.416,25959.596,2.400693e-7,0.25573653,6.025127,6.810624,0.06315181,1635.4031,0.000016911134,6.823795,63.900597,0.54199654,1.1266948,1.3393701,8.0685766e-7,4.2601943,0.50453556,0.000007690211,19.57639,0.48383698,1.887514,1.4592854,0.07699795
2023-09-05,5.5105047,0.8965677,9.802917,215.20163,193.64233,25829.365,2.3471132e-7,0.25616136,6.015891,6.7212915,0.06322656,1630.6276,0.000016943945,6.8360243,63.710083,0.5537585,1.1265281,1.3412393,8.000496e-7,4.254642,0.508417,0.000007491026,19.491905,0.48302266,1.881313,1.4553709,0.077461444
2023-09-06,5.5273485,0.9009065,9.913454,214.36179,192.04478,25784.414,2.3065594e-7,0.25754008,6.136817,6.8116937,0.06398205,1633.077,0.000017002214,6.8625937,63.09071,0.5579946,1.1276387,1.345221,8.004708e-7,4.2532287,0.5051559,0.000007641833,20.270462,0.49067116,1.7854048,1.5047181,0.07740544
2023-09-07,5.6305294,0.91085804,10.069299,216.71011,193.20178,26192.334,2.3040597e-7,0.25751188,6.3799434,6.932847,0.06354868,1646.305,0.000017152273,6.95075,63.58641,0.554362,1.1522666,1.337982,8.048594e-7,4.2856684,0.504243,0.000007671091,19.887886,0.4848339,1.796126,1.6048547,0.07902387
2023-09-08,5.520166,0.90211475,9.919355,214.58287,193.11507,25907.229,2.2183049e-7,0.25436088,6.2808022,6.835206,0.06366542,1636.3542,0.000018842531,6.714497,62.593784,0.5436508,1.1515511,1.2986585,7.9797456e-7,4.250794,0.5048376,0.0000075956477,19.595985,0.48141044,1.7817336,1.5890769,0.07917326
2023-09-10,5.478626,0.89778125,9.836481,214.13751,193.066,25889.324,2.1789474e-7,0.25327033,6.160013,6.846637,0.06337396,1634.4459,0.000017554146,6.6868424,63.057587,0.53987604,1.165192,1.2936665,7.8599066e-7,4.239368,0.5035774,0.00000756204,19.44048,0.4809687,1.7687436,1.5442295,0.07913404
2023-09-11,5.1685963,0.8440382,9.463823,212.21388,190.40686,25834.58,2.1060164e-7,0.24915296,6.014862,6.661576,0.06131966,1617.4862,0.000016754793,6.6333513,61.11227,0.52335197,1.1517227,1.2693598,7.0661224e-7,4.1514225,0.4978467,0.000007364583,18.24156,0.45502388,1.7185513,1.5400345,0.078317314
2023-09-12,5.04515,0.7849724,9.226965,211.51805,198.97974,25866.807,2.0823083e-7,0.24582776,5.962548,6.3844805,0.06097961,1594.9745,0.000015670828,6.7992144,60.03242,0.5071695,1.0706166,1.3381823,6.72832e-7,3.9869275,0.48080617,0.0000071876843,17.944447,0.4276707,1.8155283,1.4880009,0.08077382
2023-09-13,5.1866636,0.7866228,9.297449,212.51215,199.7673,26223.436,2.1023466e-7,0.24875514,6.019991,6.539818,0.061260007,1607.7367,0.000015974565,6.910183,62.003216,0.51385826,1.0904214,1.3527251,6.7656754e-7,4.0009995,0.48387662,0.000007254822,18.403574,0.44268313,1.8962268,1.6025139,0.08117488
2023-09-15,5.212905,0.8037353,9.389525,212.21487,207.49422,26531.396,2.1097273e-7,0.2511102,6.1500735,6.8280497,0.062048912,1626.4364,0.000015931382,7.0307684,62.720993,0.52171046,1.1066655,1.3580676,6.825069e-7,4.0563817,0.48902997,0.0000073570986,18.8299,0.4450334,1.9177685,1.6421131,0.08366422
2023-09-16,5.2664466,0.8082523,9.428839,214.102,217.25687,26634.63,2.0600753e-7,0.2505942,6.3653984,6.921302,0.06250556,1641.9348,0.000016131182,7.252306,65.96598,0.5296864,1.1293414,1.4064072,6.847482e-7,4.1403403,0.5004928,0.000007454091,19.173122,0.44619682,2.101647,1.8222818,0.0840328
2023-09-17,5.3180475,0.8271527,9.380132,214.87611,214.89561,26557.77,2.0539979e-7,0.25029767,6.2836323,7.1495934,0.062116466,1634.4199,0.000016210404,7.1921234,65.27979,0.52822375,1.1292447,1.3930333,6.7639667e-7,4.18522,0.49927485,0.0000074008476,19.126904,0.46518123,2.4091651,1.9344043,0.08347919
2023-09-18,5.1813097,0.822672,9.110328,215.88019,217.27855,26741.46,2.0564343e-7,0.25152275,6.554833,7.3687577,0.0619982,1636.6346,0.000015748603,7.3415666,65.84643,0.52597874,1.0983584,1.3685805,6.2831043e-7,4.1032386,0.5026839,0.0000072600687,19.640146,0.44868505,2.3940248,1.8713164,0.08400016
2023-09-19,5.2243905,0.8628988,9.222597,217.16777,219.28288,27219.297,2.0453447e-7,0.2549927,6.8602576,7.508434,0.062698245,1643.6984,0.000015942092,7.5265293,67.340164,0.544542,1.1215452,1.3805302,6.415976e-7,4.155653,0.51414365,0.0000074128434,20.042099,0.4544108,2.5752017,1.9150885,0.08454878
2023-09-21,5.170556,0.8591414,9.043241,214.18713,215.43642,27115.846,2.024507e-7,0.25136808,6.9023366,7.275184,0.06258765,1621.533,0.000015824748,7.43085,64.51615,0.54110885,1.120945,1.3907135,6.27006e-7,4.1381364,0.52162766,0.0000074384875,20.287249,0.4464896,2.4058683,1.7884418,0.084430434
2023-09-22,5.094941,0.82246095,8.819813,210.6686,208.56776,26561.133,1.9512977e-7,0.24510014,6.677166,7.189178,0.06130511,1583.8242,0.00001544056,7.088928,64.65792,0.51966923,1.1245948,1.2970177,6.1168726e-7,4.011801,0.5066859,0.0000072486064,19.470118,0.43937525,2.3499305,1.7700607,0.083050385
2023-09-23,5.1469784,0.81986743,8.896935,210.46274,208.15773,26573.924,1.920409e-7,0.2459746,7.19496,7.0862913,0.06151846,1593.1799,0.000015911744,7.009412,65.08008,0.520434,1.1153044,1.2983212,6.764168e-7,4.031338,0.50741744,0.0000075113785,19.471165,0.44528928,2.2990193,1.7160218,0.0836034
2023-09-24,5.313001,0.806301,8.779632,208.14507,204.56972,26249.562,1.910659e-7,0.24255729,6.981402,6.9689903,0.060646553,1580.4778,0.000015487407,6.899002,63.569096,0.51300895,1.0938116,1.2633786,6.7385906e-7,3.986535,0.50216645,0.0000072982234,19.351751,0.43757382,2.1863952,1.6696848,0.08353619
2023-09-26,5.559595,0.8054012,8.9498625,209.98105,210.28015,26298.635,2.0152963e-7,0.24587591,7.4870434,7.037329,0.060932346,1588.4712,0.00001577796,7.097536,64.316414,0.51938915,1.1011184,1.2495854,7.1212213e-7,4.062085,0.5053664,0.0000072880125,19.39488,0.44218686,2.1427093,1.7098061,0.08465474
2023-09-27,5.311954,0.8241924,9.04393,212.32658,214.26321,26204.758,2.0447355e-7,0.24531238,7.3677588,6.956287,0.06057219,1592.4861,0.000015608592,7.1239705,63.717705,0.5094575,1.0789077,1.2871569,6.957124e-7,4.0116177,0.50166726,0.000007259583,19.017088,0.43853632,2.112351,1.7423104,0.084708765
2023-09-28,5.317959,0.81748766,8.924502,212.00203,228.5838,26350.146,1.9500975e-7,0.24476331,7.6436205,6.966117,0.060510706,1597.4169,0.00001564617,7.1258163,63.46746,0.50326663,1.0756742,1.2692418,7.3538433e-7,3.989834,0.4992287,0.000007215711,19.127865,0.43673745,2.168239,1.7274629,0.08546427
2023-09-29,5.3996572,0.90348697,9.170109,215.14227,235.38287,26917.2,1.9636236e-7,0.24942109,7.9574785,7.1077156,0.062170766,1667.9889,0.000016501646,7.5489907,65.63607,0.525583,1.1216727,1.3353956,7.9450723e-7,4.0763135,0.5212894,0.0000073135784,20.29416,0.4805878,2.1593537,2.003261,0.08906067
2023-09-30,5.4800625,0.90747815,9.240786,214.69696,234.41443,26969.877,2.0664565e-7,0.2537925,8.173275,7.237845,0.062098574,1670.9989,0.000018561672,7.6725345,66.02306,0.53292084,1.1330978,1.3449756,8.013507e-7,4.1030173,0.51542693,0.000007337478,21.387053,0.47056434,2.1064281,1.9249492,0.08859753
2023-10-02,5.6656504,0.97109383,9.744005,217.96385,242.30748,27967.51,2.1477112e-7,0.26589113,8.0420265,7.576677,0.06321795,1733.818,0.000019407584,7.951757,68.275696,0.5686204,1.1605017,1.4126451,8.139101e-7,4.262695,0.52418655,0.000007521983,23.881496,0.5039469,2.129013,2.1492698,0.09015186
2023-10-03,5.450148,0.93356484,9.34018,214.82304,247.12793,27615.064,2.0305639e-7,0.2597165,7.47203,7.1624036,0.062109143,1665.2764,0.000019161309,7.5809903,66.09266,0.547685,1.1162087,1.3961453,7.464436e-7,4.126012,0.513271,0.0000073308993,23.409946,0.4680463,2.0229595,2.0257614,0.08758931
2023-10-04,5.3519,0.9061375,9.40066,213.57799,229.89195,27439.121,2.0873537e-7,0.261026,7.41888,7.091232,0.061407473,1656.322,0.000017757666,7.375395,65.45532,0.5666658,1.0987532,1.3214381,7.268853e-7,4.0755596,0.53764045,0.0000072748844,23.546637,0.44420236,2.0387704,1.9960731,0.09078938
2023-10-05,5.2288785,0.85899234,10.138727,210.81952,231.49367,27435.875,2.101355e-7,0.26020434,7.4746614,6.835872,0.060922723,1612.9949,0.000018127346,7.4225287,64.89541,0.54611194,1.0729343,1.3015231,7.0324836e-7,4.0223966,0.5235522,0.0000071475947,22.719917,0.43482566,2.0556448,2.0220275,0.08826435
2023-10-07,5.335695,0.89010316,10.654528,213.5678,231.1142,27958.197,2.1110841e-7,0.26490498,7.653735,6.912634,0.061455138,1646.3934,0.000018364466,7.834103,65.52552,0.564142,1.0933933,1.30578,7.2437064e-7,4.072188,0.52605283,0.0000072415833,23.431639,0.44331774,2.140948,1.7664256,0.087267086
2023-10-08,5.2752657,0.86863077,10.369641,212.3451,230.30981,27977.543,2.1489682e-7,0.25872314,7.533088,6.965684,0.061459087,1635.0829,0.00001826225,7.7879367,65.492645,0.56359226,1.0911386,1.2902166,7.087811e-7,4.0558743,0.5218614,0.0000072355742,23.29382,0.44235614,2.0588112,1.7472531,0.08815054
2023-10-09,5.208193,0.8477749,10.101008,211.56558,228.18742,27948.104,2.0667657e-7,0.25650337,7.678215,6.945308,0.060996383,1634.2217,0.000017749375,7.744407,65.40044,0.56122166,1.094039,1.2807703,7.1819926e-7,4.0141273,0.51795226,0.0000072010534,23.249166,0.43836117,2.0510926,1.7376647,0.08803002
2023-10-10,4.917418,0.82472974,9.5431385,208.66203,212.74904,27392.248,1.9131393e-7,0.24903288,7.266659,6.682642,0.059027508,1567.4583,0.000017253835,7.3350916,63.640682,0.5172949,1.0437003,1.2442696,6.461616e-7,3.811052,0.49726343,0.000006901861,22.10708,0.41559708,2.004429,1.6840228,0.08626582
2023-10-11,4.828951,0.8143171,9.298084,206.51869,213.912,26842.191,1.9140586e-7,0.24778382,7.391048,6.7146635,0.05844391,1564.9163,0.000016779743,7.384104,61.46564,0.5136998,1.0271534,1.2435206,6.381146e-7,3.7358468,0.48867086,0.0000067637025,21.960972,0.4094701,1.9871203,1.6307206,0.085992604
2023-10-13,4.8303704,0.80258554,9.109252,204.99892,214.08989,26729.137,1.7796863e-7,0.24565862,7.18582,6.5796638,0.057836153,1536.8127,0.0000173322,7.3466377,61.066124,0.50770366,1.01057,1.1901143,6.2574065e-7,3.6708145,0.48296413,0.00000679445,21.26544,0.40708625,1.9270331,1.635586,0.084830806
2023-10-14,4.890391,0.8067238,9.146878,205.81804,217.08827,26841.137,1.7710734e-7,0.24582401,7.252798,6.5567837,0.058348738,1550.9669,0.000018177316,7.547137,61.55,0.5144627,1.0081562,1.207335,6.501529e-7,3.71793,0.48546898,0.000006902867,21.826473,0.41306305,1.9357591,1.6607616,0.085429035
2023-10-15,4.9502106,0.8037222,9.1487,206.54689,214.59102,26863.184,1.8718607e-7,0.24699022,7.31992,6.587234,0.059843753,1555.4562,0.00001843166,7.6114573,61.619644,0.51749754,1.0107355,1.1994474,6.4606013e-7,3.734204,0.48662952,0.000007024093,22.004566,0.41567382,1.9172381,1.6365844,0.08506255
2023-10-16,5.064949,0.82160723,9.419219,214.89035,231.58635,28513.31,1.963956e-7,0.2513067,7.5462656,6.636693,0.06011312,1601.2322,0.000018441195,7.8287215,63.286327,0.53435814,1.0344303,1.235924,6.7584597e-7,3.7863727,0.49851587,0.0000071109307,23.981382,0.41169876,1.9609977,1.638619,0.08894233
2023-10-17,5.007846,0.7845885,9.111391,211.61725,226.96852,28417.723,1.8511629e-7,0.24649315,7.3354754,6.4366755,0.059124373,1565.0605,0.000018108347,7.8944535,62.159958,0.51919895,1.0083601,1.1961007,6.3572116e-7,3.6737459,0.49171788,0.000006898622,23.971056,0.38100722,2.1029797,1.5311644,0.08859464
2023-10-19,4.9412746,0.78282356,8.911367,210.40184,227.24577,28328.246,1.8259911e-7,0.24296407,7.360077,6.293605,0.058678344,1564.0712,0.000018360995,8.111687,60.20006,0.5107191,0.99947363,1.1868273,6.340653e-7,3.6550407,0.48798522,0.0000067733376,23.434057,0.38288784,2.0446405,1.5742679,0.089171715
2023-10-20,4.910419,0.7690954,9.067419,211.29439,227.42116,28715.748,1.8009632e-7,0.2469492,7.3108025,6.2677197,0.05891413,1568.3746,0.000017924938,8.446526,61.80389,0.51735914,0.9867185,1.1717395,6.284082e-7,3.6506321,0.52008057,0.000006851833,24.942677,0.37114882,2.067742,1.5223994,0.090037405
2023-10-21,5.545174,0.83180445,9.6328,214.22923,243.5826,29920.074,2.0586606e-7,0.25848174,8.897064,6.6167827,0.061176818,1629.2955,0.000023856992,8.802755,64.72406,0.57247293,1.0403658,1.268181,6.990458e-7,3.900682,0.52081496,0.000007063603,29.355574,0.3905136,2.1252291,1.7569855,0.091579914
2023-10-22,6.130189,0.8518147,10.065268,217.9489,244.01474,30019.38,2.913285e-7,0.26401222,10.139235,6.7561727,0.061704356,1664.5707,0.000024949113,9.239385,65.29181,0.6109171,1.054989,1.3117528,7.481812e-7,3.9656541,0.5228951,0.000007126096,29.021387,0.403262,2.1933634,1.8319367,0.09046719
2023-10-24,6.1409426,0.880941,10.550707,228.24275,260.2033,32953.26,3.1579012e-7,0.2788866,10.5147915,7.003515,0.066985495,1764.9303,0.000027623704,10.941241,68.97702,0.6342,1.0975829,1.3531716,9.799904e-7,4.330219,0.5457748,0.00000746276,31.736584,0.41907552,2.1755683,2.148231,0.09221714
2023-10-25,6.28285,0.89988244,10.32004,225.09317,251.70467,33846.723,3.1529314e-7,0.2788964,10.442617,6.9864416,0.06651797,1784.7734,0.000025824302,11.798837,69.038925,0.62423444,1.1360451,1.3914341,9.235921e-7,4.1875887,0.55824757,0.0000073902597,30.133995,0.43274996,2.1228628,2.208655,0.09237741
2023-10-26,6.9261436,0.9220453,10.500249,221.94464,253.87042,34471.984,4.1755567e-7,0.28032506,11.010958,7.1028357,0.06828747,1785.5552,0.000030350835,12.078706,68.67691,0.6300252,1.1415087,1.3792081,0.0000012110443,4.2825108,0.5547697,0.000007795174,32.405323,0.43560028,2.1332946,2.2041728,0.09347631
2023-10-27,6.5661187,0.91680753,10.594508,224.31836,239.30508,33899.094,5.4570705e-7,0.28934422,11.209071,7.0303802,0.06780404,1780.5704,0.00003477513,13.565383,67.07594,0.6096263,1.2220229,1.3674903,0.0000011642041,4.139834,0.545946,0.000007698118,31.765434,0.43127507,2.056763,2.4136589,0.09357741
2023-10-28,6.8416824,0.9184514,10.95892,225.70596,244.93414,34092.633,5.2589667e-7,0.29079986,10.919138,7.1754794,0.06901262,1776.3535,0.000036016,13.420648,67.756744,0.62031233,1.218174,1.3717942,0.0000011439337,4.180326,0.54511505,0.000007963951,31.646807,0.4649137,2.0372882,2.494527,0.09432591
2023-10-30,6.733486,0.94648916,11.369702,227.18387,246.36368,34556.242,5.6258483e-7,0.29510224,11.105962,7.300136,0.06935302,1798.1654,0.000034887995,13.869736,68.83186,0.63855535,1.2685474,1.4111379,0.0000011430061,4.312752,0.5564638,0.000008019892,32.81601,0.45325086,2.072173,2.4363418,0.09488903
2023-10-31,6.869468,0.96547335,11.449159,228.18039,246.16339,34498.703,7.0128385e-7,0.30281124,11.230301,8.078935,0.06967055,1809.6393,0.00003603662,13.276414,69.23738,0.6499782,1.3233188,1.4204723,0.000001173748,4.5208592,0.5786581,0.0000079814445,34.956993,0.46352902,2.119911,2.7543151,0.09560803
2023-11-01,7.0939918,1.0372584,12.200564,227.87877,245.03726,35457.453,8.617069e-7,0.30754563,11.63039,7.897136,0.06881612,1846.4822,0.000032860717,14.841436,69.92661,0.66790265,1.5278311,1.4355831,0.0000011816135,4.726829,0.6093845,0.000007943426,41.414207,0.46541572,2.2034369,2.9554577,0.100238346
2023-11-02,6.681777,0.9910869,11.884502,231.82826,235.40668,34924.055,6.615348e-7,0.3233085,11.001669,7.833151,0.067881964,1800.9072,0.0000308594,14.356032,69.45925,0.66031086,1.5213144,1.371938,0.0000010892937,4.63597,0.60656345,0.000007852602,40.146034,0.4583193,2.229048,2.8082738,0.0992803
2023-11-04,6.7172866,1.0623151,12.126954,230.75598,237.56331,34731.383,6.3585634e-7,0.3290641,11.491212,7.7624135,0.06813842,1834.1731,0.000030523577,14.738003,69.501434,0.6719394,1.4768139,1.4209923,0.0000010802779,4.6183343,0.6128581,0.000007822965,39.517597,0.45510232,2.2638774,3.4174094,0.0972557
2023-11-05,6.9489985,1.0942364,12.220435,237.29213,240.1992,35048.406,7.5431745e-7,0.32802415,11.480656,8.117664,0.06907114,1855.4543,0.000031689116,15.150359,70.40177,0.67788625,1.5129514,1.4983891,0.0000011179542,4.686867,0.61608016,0.000007942179,42.24724,0.5050742,2.240812,3.4048276,0.09771704
2023-11-06,6.893783,1.0929097,12.37406,244.32692,238.50377,35061.93,7.8822313e-7,0.34319258,12.226985,8.383069,0.071240686,1895.9381,0.000031090058,16.155666,71.650085,0.6935632,1.6366018,1.5452216,0.0000011231474,4.776276,0.65918046,0.000008147756,41.243034,0.5020974,2.2700782,3.355044,0.09817312
2023-11-07,7.2813025,1.0828861,12.818095,246.1953,243.93439,35436.54,9.4456817e-7,0.35120463,13.03633,8.462633,0.073444694,1887.3153,0.000030584302,16.98127,73.509094,0.7405696,1.446901,1.5124687,0.0000011656599,4.9261804,0.68562055,0.000008215109,43.10992,0.5246526,2.53866,3.4095445,0.096623614
2023-11-08,7.438934,1.0963217,13.0363865,247.30391,246.021,35795.082,0.000001091679,0.35848594,14.937511,8.6801195,0.07555438,1891.4918,0.000031057425,17.003923,73.1435,0.79017365,1.477829,1.5318968,0.0000011944436,5.0620666,0.68823,0.000008307639,43.249256,0.58179206,2.6993337,3.3452144,0.09841085
